customer_id,customer_name,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
59216664,Netra Keer,Deoghar,284974,22-03-2023,Regular,10,225.69
84257716,Yauvani Rajan,Hazaribagh,653569,22-03-2023,New,6,1144.61
19182548,Laban Kulkarni,Bijapur,783411,22-03-2023,Regular,16,636.15
37551429,Diya Chand,Khandwa,773280,22-03-2023,Regular,6,1136.03
98012339,Kai Kari,Anantapuram,766651,22-03-2023,Regular,16,839.46
13462905,Bimala Rau,Farrukhabad,96804,23-03-2023,Premium,14,809.44
3893903,Bimala Sura,Bathinda,546301,23-03-2023,New,20,1922.71
69415494,Yashvi Iyer,Rajkot,742368,23-03-2023,New,9,706.67
41164215,Lucky Savant,Secunderabad,907316,23-03-2023,Premium,15,1304.24
98246574,Rachita Varty,Chinsurah,638222,24-03-2023,Premium,15,1904.61
57217288,Dalaja Bassi,Karimnagar,202075,24-03-2023,Regular,3,736.05
87222820,Aadhya Padmanabhan,Ulhasnagar,651234,25-03-2023,Inactive,13,497.66
45066676,Lipika Murthy,Satna,469678,25-03-2023,Premium,1,1076.85
35049420,Udarsh Mangal,Madanapalle,720562,25-03-2023,Regular,7,1660.54
67402645,Bimala Barad,Phagwara,737896,25-03-2023,Inactive,15,1084.93
83236183,Zayan Kalla,Panihati,760694,26-03-2023,New,20,1145.01
46313756,Widisha Desai,Kolhapur,449091,26-03-2023,Premium,10,1245.36
75025941,Rachita Buch,Jalna,210807,26-03-2023,Premium,15,323.12
45314389,Amaira Subramanian,Ajmer,266618,26-03-2023,New,17,939.35
84216691,Ayaan Sanghvi,Saharanpur,630561,26-03-2023,Inactive,13,1220.9
55803572,Champak Palla,Rewa,391552,27-03-2023,Premium,17,1237.96
50953418,Samaksh Kannan,Rajpur Sonarpur,309093,27-03-2023,Regular,11,404.6
17929886,Oscar Parekh,Salem,356407,28-03-2023,New,7,744
61182897,Yug Dutt,Satara,685609,28-03-2023,Regular,15,1261.08
44888581,Rehaan Samra,Ballia,359510,28-03-2023,Inactive,3,392.37
77614510,Girik Gopal,Sirsa,615594,28-03-2023,Inactive,8,1877.93
31831843,Aarini Bir,Machilipatnam,762247,28-03-2023,Inactive,10,1284.27
14114543,Vedika Aurora,Muzaffarnagar,76708,29-03-2023,Inactive,20,659.52
65618148,Aadhya Palla,Gandhinagar,748222,29-03-2023,Inactive,9,1644.51
47125914,Yashoda Chacko,Kochi,723520,29-03-2023,Premium,16,1535.12
11143197,Siya Mani,Bulandshahr,514698,29-03-2023,Regular,13,778.44
95334407,Krish Sunder,Cuttack,347212,29-03-2023,Inactive,6,602.09
92404798,Gautami Dayal,Jorhat,222676,29-03-2023,New,15,1130.02
27878182,Qabil Lata,Thoothukudi,474639,30-03-2023,Inactive,1,1023.51
5763963,Chandran Seth,Pimpri-Chinchwad,773179,30-03-2023,Regular,12,1118.82
89968482,Elijah Bora,Kottayam,913086,30-03-2023,Regular,12,1883.93
28663279,Sai Bhatia,Jamnagar,321770,30-03-2023,Premium,6,1539.15
19080489,Reva Sha,Jalandhar,236035,30-03-2023,Regular,9,578.21
45650429,Zehaan Soni,Ramgarh,306054,30-03-2023,Premium,12,421.21
24845814,Harshil Shukla,Raipur,46092,31-03-2023,Regular,17,423.79
49806393,Aarush Natt,Latur,918497,31-03-2023,Regular,5,1229.25
36587003,Amaira Nagi,Tumkur,471550,31-03-2023,New,5,1759.74
46684081,Darika Hans,Ghaziabad,519748,01-04-2023,Premium,11,1225.01
85198177,Charita Comar,Jammu,741033,01-04-2023,Premium,6,1666.01
55094848,Michael Sarraf,Madanapalle,90667,02-04-2023,Premium,14,422.78
22358567,Zansi Chakraborty,Faridabad,410334,02-04-2023,Inactive,8,638.86
92843141,Mekhala Seshadri,Kota,595099,02-04-2023,Premium,1,502.79
20835909,Inaya Ramanathan,Tinsukia,681334,02-04-2023,Premium,9,713.25
87536050,Rushil Raja,Vadodara,593400,02-04-2023,Regular,18,1857.99
87669943,Ikshita Rajagopalan,Nandyal,961518,02-04-2023,Inactive,1,1272.95
35455991,Aryan Balakrishnan,Tezpur,504712,02-04-2023,New,14,1984.56
35302195,Garima Chahal,Maheshtala,476166,03-04-2023,New,16,420.19
19259955,Rehaan Borde,Nagpur,410844,03-04-2023,Inactive,15,213.69
12455156,Ijaya Agrawal,Eluru,317047,03-04-2023,Inactive,16,1139.56
20310720,Samaksh Chaudhuri,Bhubaneswar,37268,03-04-2023,Regular,9,1677.91
82898985,Reva Pradhan,Pondicherry,679447,03-04-2023,Regular,2,841.91
46504355,Ridhi Oak,Arrah,603176,04-04-2023,Regular,15,294.04
36400756,Rayaan Nayak,Bidar,984457,04-04-2023,Inactive,19,721.41
65426878,Frado Warrior,Nagpur,585704,04-04-2023,Regular,11,1879.31
50554007,Ekaja Pillai,Baranagar,534970,04-04-2023,Premium,5,1597.14
51945420,Geetika Kalita,Tiruppur,611743,05-04-2023,Premium,3,412.9
94706375,Urishilla Kala,Amravati,691745,05-04-2023,Regular,6,1653.1
32987624,Dalaja Arora,Jabalpur,399897,05-04-2023,Premium,15,902.61
18986315,Adweta Wason,Bidhannagar,277814,05-04-2023,Premium,19,854.26
97770901,Dhruv Krishna,Bidhannagar,571261,05-04-2023,Inactive,11,1896.36
17597449,Umang Dhingra,Guna,433729,06-04-2023,Inactive,15,229.4
19425804,Xavier Sahni,Jodhpur,705258,06-04-2023,Inactive,10,1121.27
21809858,Ekansh Seshadri,Bihar Sharif,146074,06-04-2023,Inactive,9,1343.53
4988545,Prisha Jha,Anantapuram,576389,06-04-2023,Regular,10,1251.78
90649019,Omaja Sahni,Fatehpur,578000,07-04-2023,New,18,1096.12
6724509,Guneet Brahmbhatt,Munger,118585,07-04-2023,New,13,1966.44
97466783,Harita Mangat,Kota,977804,07-04-2023,Premium,8,952.96
75467328,Warhi Ravel,Siliguri,966869,07-04-2023,Inactive,14,691.64
16484167,Hemal Bala,Guwahati,104698,07-04-2023,New,19,1128.06
60732869,Joshua Nath,Rajahmundry,625859,08-04-2023,New,17,1140.22
87823209,Hemang Suri,Tadepalligudem,826255,08-04-2023,Inactive,18,983.94
43459807,Charan Brahmbhatt,Khammam,886183,08-04-2023,Premium,6,1643.67
38420886,Nidra Date,Sonipat,695663,08-04-2023,New,20,1180.95
64823226,Vasudha Sheth,Tirupati,611999,08-04-2023,Premium,5,614.1
36578947,Ekansh Madan,Ranchi,68770,08-04-2023,New,18,1698.54
44928499,Aarav Andra,Ramgarh,227609,09-04-2023,New,10,915.27
13441874,Hemang Sandal,Berhampur,970701,09-04-2023,Inactive,2,602.63
41874489,Vrishti Baria,Ahmedabad,285855,09-04-2023,Regular,2,1944.43
22293666,Gopal Kumar,Saharsa,447206,09-04-2023,New,2,1671.53
95594611,Dayita Dass,Thiruvananthapuram,280153,09-04-2023,Regular,1,797.28
12272282,Dev Bal,Sikar,555117,09-04-2023,Regular,20,1750.74
78014505,Kashish Chakraborty,Kottayam,798846,09-04-2023,New,1,696.29
76438648,Faraj Radhakrishnan,Dewas,418024,10-04-2023,New,6,854.68
9551011,Idika Chand,Navi Mumbai,648770,10-04-2023,Inactive,7,1786.78
83701325,Chasmum Rau,Dehradun,227249,11-04-2023,Premium,10,1515.8
28428852,Libni Dada,Mira-Bhayandar,367282,11-04-2023,Inactive,7,872.25
48281892,Teerth Mukherjee,Vellore,691199,11-04-2023,New,6,1653.39
99695529,Charvi Tripathi,North Dumdum,159869,11-04-2023,New,12,1751.77
20343501,Anthony Krishnamurthy,Sasaram,655005,12-04-2023,Inactive,19,1070.47
43784632,Adya Johal,Gandhinagar,171799,12-04-2023,Inactive,12,694.85
65782437,Geetika Kara,Haldia,643529,12-04-2023,New,4,1215.48
35690581,Sachi Jani,Gorakhpur,538003,12-04-2023,Inactive,15,1603.16
40643232,Falguni Chand,Salem,249528,12-04-2023,Regular,4,1374.71
80404839,Kashish Dora,Katni,642727,13-04-2023,Inactive,10,1537.35
64106072,Pratyush Majumdar,Deoghar,787371,13-04-2023,Inactive,3,1704.43
65903057,Krishna Shroff,Uluberia,847572,13-04-2023,Regular,14,1181.71
32868927,Anjali Lala,Karimnagar,28876,13-04-2023,New,19,926.68
79866758,Chavvi Dhar,Malda,912239,13-04-2023,Inactive,14,598.03
91448742,Henry Badal,Bongaigaon,13029,13-04-2023,Regular,1,1536.39
89874335,Mitali Sheth,Raiganj,701928,14-04-2023,New,15,808.55
1771249,Samesh Devi,Bathinda,348054,14-04-2023,New,4,790.78
73363613,Aradhana Bala,Gopalpur,173439,14-04-2023,Premium,3,400
18229949,William Bora,Danapur,397135,15-04-2023,Inactive,10,466.33
29451600,Max Shankar,Amritsar,191584,15-04-2023,New,5,1882.69
86050297,Vincent Sahni,Sikar,756155,15-04-2023,Inactive,16,941.51
88167544,Fariq Chawla,Mirzapur,766641,15-04-2023,New,10,1097.35
2164524,Kamala Natt,Rohtak,398241,16-04-2023,Inactive,1,754.95
88203688,Chavvi Karan,Chittoor,743672,16-04-2023,New,9,1570.98
78903046,Dakshesh Sundaram,Karawal Nagar,481302,16-04-2023,Regular,7,1371.83
90743791,Vidhi Saxena,Morbi,187890,16-04-2023,Inactive,5,1871.81
67528368,Anay Rana,Suryapet,173070,16-04-2023,Premium,13,1897.75
94137242,Rohan Mallick,Bhagalpur,104396,17-04-2023,New,14,1592.85
12088552,Aditya Barman,Patiala,82581,17-04-2023,Premium,3,1137.83
15599514,Yashodhara Magar,Tezpur,170702,18-04-2023,Regular,20,1171.07
21461764,Nandini Bassi,Singrauli,431789,18-04-2023,Premium,15,1689.46
8536503,Ubika Om,Ramagundam,111678,19-04-2023,Regular,9,399.57
39150258,Dalaja Choudhury,Gandhinagar,788644,19-04-2023,Inactive,17,945.82
46146390,Yashoda Sani,Bahraich,255938,19-04-2023,Premium,4,271.5
13197985,Gaurika Balasubramanian,Nanded,299635,19-04-2023,Premium,19,516.21
29095552,Gunbir Vala,Amritsar,893254,19-04-2023,Inactive,17,1617.63
16547602,Geetika Das,Nadiad,216025,19-04-2023,Inactive,14,1240.96
69242672,Ranveer Sheth,Gandhidham,791492,19-04-2023,Regular,3,1490.73
50015282,Ekbal Shan,Berhampore,448354,20-04-2023,Regular,9,1392.05
84468124,Ishanvi Parmar,Gaya,311182,20-04-2023,Premium,12,859.39
11493380,Jhalak Peri,Madurai,767391,20-04-2023,Regular,16,422.74
93924203,Xalak Goyal,Jorhat,23557,21-04-2023,Premium,18,1360.15
17341194,Faras Kaul,Burhanpur,328247,21-04-2023,Premium,18,1530.18
67908555,Brinda Bahl,Chittoor,757455,21-04-2023,New,16,1746.83
90298394,Urvashi Oak,Bhilwara,744905,22-04-2023,Regular,1,1947.79
36885115,Agastya Contractor,Latur,930913,22-04-2023,Regular,7,1248.24
66655397,Hemal Grover,Pali,154251,23-04-2023,New,5,775.85
52409516,Rehaan Jha,Jabalpur,502565,23-04-2023,Inactive,13,435.47
23126657,Ekiya Sekhon,Bahraich,52603,23-04-2023,Premium,1,1034.23
81377917,Nachiket Panchal,Maheshtala,538657,23-04-2023,Inactive,16,739.14
10951674,Anmol Lad,Guna,284622,23-04-2023,Inactive,4,1590.36
19581959,Eesha Sahota,Ghaziabad,187788,23-04-2023,Premium,5,1517.34
9650263,Samar Vasa,Gandhidham,40161,24-04-2023,New,5,843.98
60495351,Henry Rana,Srikakulam,246691,24-04-2023,New,11,407.03
55936462,Upkaar Mahajan,Berhampur,622771,24-04-2023,New,5,338.13
26903313,Chandresh Sandal,Bhimavaram,460961,25-04-2023,Regular,1,284
51034600,Ubika Borah,Bhilai,647372,25-04-2023,Inactive,2,1574.01
97492493,Alexander Ray,Singrauli,867234,26-04-2023,Inactive,8,1310.07
68486301,Bachittar Misra,Kanpur,146326,26-04-2023,Inactive,10,205.49
35705377,Wahab Bobal,Tumkur,31549,26-04-2023,Regular,8,1250.37
66629497,Widisha Kaur,Vellore,229594,26-04-2023,Regular,7,1994.7
24337950,Ishwar Chakraborty,Haridwar,17750,26-04-2023,Inactive,20,1845.42
27038630,Megha Thakkar,Fatehpur,393286,27-04-2023,Regular,11,1307.28
191616,Brijesh Tata,Pallavaram,587079,27-04-2023,Regular,4,1053.7
85218071,Panini Mani,Hyderabad,908140,28-04-2023,New,20,1125.33
68939350,Rachita Dhar,Machilipatnam,156078,28-04-2023,Premium,17,304.51
73799927,Tamanna Kashyap,Ambala,580131,28-04-2023,New,4,1121.27
65488134,Faqid Kar,Agra,187467,28-04-2023,New,12,853.49
26303194,Janaki Parsa,Pali,544786,29-04-2023,Premium,18,1045.94
63870636,Darpan Bhatia,Aurangabad,349728,29-04-2023,Premium,1,497.93
16410155,Darika Barman,Bidhannagar,306843,29-04-2023,Premium,8,601.32
46828932,Balveer De,Eluru,878564,30-04-2023,Premium,4,391.22
81541985,Panini Padmanabhan,Asansol,221829,30-04-2023,Regular,17,894.34
21270783,Aarna Vig,Bhavnagar,551325,01-05-2023,New,3,1508.8
48716374,Chaman Merchant,Hapur,590658,01-05-2023,Premium,20,1475.82
60620291,Upkaar Suresh,Karaikudi,201870,01-05-2023,Regular,15,1791.39
12769552,Chameli Ranganathan,Ratlam,414930,03-05-2023,Regular,10,1316.09
3399251,Ekalinga Bhatt,Solapur,498701,03-05-2023,New,20,937.11
80269328,Daksha Saxena,Ambattur,153808,03-05-2023,Premium,15,976.36
60967677,Chatura Sandhu,Agartala,938373,03-05-2023,Premium,11,398.48
34073080,Pushti Gour,Thrissur,227379,04-05-2023,Regular,10,1285.18
70529459,Zayyan Parsa,Pondicherry,829855,04-05-2023,Regular,5,203.05
54952806,Manya Kohli,Coimbatore,592310,04-05-2023,Regular,1,1142.91
75081265,Gaurav Luthra,Nizamabad,292847,04-05-2023,Premium,2,958.17
57566548,Oliver Tella,Arrah,898935,04-05-2023,Regular,14,1058.02
13796199,Pallavi Mutti,Deoghar,8504,04-05-2023,Regular,20,1016.92
90246977,Yuvraj Chacko,Tiruchirappalli,720144,05-05-2023,Premium,1,1375.17
60371334,Shaurya Kuruvilla,Purnia,250315,05-05-2023,Inactive,15,355.81
75828735,Yahvi Hegde,Ramagundam,717189,05-05-2023,New,18,1400.05
31622158,Omya Modi,Kolhapur,478462,06-05-2023,New,20,504.15
66761643,Samuel Mukherjee,Anand,695591,07-05-2023,Regular,20,1432.01
57674875,Kiaan Shukla,Burhanpur,110402,07-05-2023,Regular,16,1666.12
10769994,Tripti Tandon,Begusarai,766033,07-05-2023,Regular,10,1122.23
20940403,Tanvi Kala,Dhule,711075,08-05-2023,Premium,11,1511.1
30455484,Lajita Ravel,Katni,819570,08-05-2023,New,2,1001.64
9048817,Bhavika Banik,Udaipur,205466,08-05-2023,Inactive,1,222.89
42797397,Banjeet Shanker,Jaunpur,518798,08-05-2023,Premium,8,640.54
74172010,Urvi Rajagopalan,Tadipatri,216145,08-05-2023,Inactive,3,1963.77
54877984,Ubika Basak,Visakhapatnam,784114,09-05-2023,Inactive,14,736.62
55028958,Pavani Yadav,Howrah,918618,10-05-2023,New,17,1168.29
40277444,Damyanti Acharya,Panihati,401259,10-05-2023,New,1,251.79
42514124,Bakhshi Sodhi,Bally,107629,10-05-2023,Inactive,7,1958.97
54799731,Rushil Palan,Jaipur,387529,10-05-2023,Premium,14,1150.73
78738569,Eiravati Sundaram,Dewas,342448,10-05-2023,Inactive,4,376.5
53538932,Quincy Nanda,Thoothukudi,932768,11-05-2023,Premium,9,1763.76
80800079,Shivani Barad,Bidhannagar,221116,12-05-2023,Inactive,18,508.84
59517074,Aarav Murty,Ichalkaranji,862020,12-05-2023,Premium,3,1693.23
98225598,Neelima Som,Sambalpur,731095,12-05-2023,Premium,9,1190.21
36222767,Alka Behl,Mango,124336,12-05-2023,Inactive,7,478.18
97475543,Niharika Nagi,Udupi,321865,13-05-2023,Premium,13,451.92
18259715,Finn Chacko,Pudukkottai,635726,14-05-2023,Regular,9,1731.11
63571453,Praneel Saran,Kanpur,844591,14-05-2023,Premium,1,1367.12
77497950,Omkaar Varughese,Kolkata,579158,14-05-2023,New,7,1852.77
64722323,Harish Kant,Dibrugarh,61375,14-05-2023,New,7,1785.47
19216141,Teerth Manda,Giridih,829446,14-05-2023,Premium,9,1428.54
48511124,Girish Shankar,Korba,315557,15-05-2023,Inactive,10,1076.14
79764621,Darpan Sastry,Rajahmundry,148516,15-05-2023,Premium,5,1830.61
14323169,Jai Raj,Firozabad,781242,15-05-2023,Inactive,20,1651.18
88215615,Falan Dar,Bongaigaon,542991,16-05-2023,New,14,1520.12
50088518,Osha Lata,Dewas,225890,16-05-2023,Regular,14,509.41
34588087,Tanmayi Vyas,Shimla,385345,16-05-2023,New,11,1341.14
91550885,Isaiah Basu,Alappuzha,96313,17-05-2023,New,14,1404.12
18896771,Tejas Wable,Ramagundam,350815,17-05-2023,Inactive,12,1906.46
82948843,Nathan Seth,Phusro,672485,17-05-2023,Regular,13,1629.2
73869823,Nathan Ratti,Mysore,570165,18-05-2023,Regular,8,1225.49
85020453,Hamsini Tripathi,Jaunpur,938416,18-05-2023,Premium,14,1343.69
44410149,Dhruv Patel,Pondicherry,600152,18-05-2023,New,14,1440.46
45503888,Brinda Natarajan,Raurkela Industrial Township,813444,18-05-2023,Premium,5,669.46
5386246,Oeshi Dhillon,Kadapa,956529,19-05-2023,Inactive,5,1741.42
13251137,Ekalinga Vasa,Rampur,87377,19-05-2023,Premium,2,1633.07
31076002,Urvi Wali,Tinsukia,177431,19-05-2023,New,5,1389.14
33608451,Lohit Dugar,Madurai,317235,19-05-2023,Inactive,5,774.65
49915498,Harini Mangal,Jalandhar,107053,19-05-2023,Premium,2,950.88
69276352,Jason Goel,Mysore,458924,20-05-2023,Inactive,2,1425.64
7378768,Shravya Dada,Bellary,671584,20-05-2023,New,8,698.59
99361865,Ekantika Ravel,Berhampur,172106,21-05-2023,New,20,1423.56
42723554,Pranit Wagle,Gandhinagar,41927,21-05-2023,Regular,10,731.97
81420960,Warda Chanda,Hazaribagh,367446,21-05-2023,Inactive,2,269.4
47625855,Caleb Brar,Mango,918327,21-05-2023,New,6,515.69
10797688,Sudiksha Mannan,Bathinda,220981,22-05-2023,New,7,1017.39
59094034,Ekanta Dass,Nangloi Jat,513907,22-05-2023,Regular,1,771.9
70221073,David Setty,Etawah,358801,22-05-2023,Premium,16,1074.21
61763552,Gopal Parikh,Panihati,82019,22-05-2023,Inactive,5,241.81
93735495,Urvi Prasad,Jehanabad,984732,23-05-2023,Regular,7,871.15
25661033,Raksha Kannan,Miryalaguda,761294,23-05-2023,New,3,1020.5
17201639,Vidhi Toor,Korba,139363,23-05-2023,New,15,1472.23
22020776,Manan Banerjee,Bhiwandi,681898,23-05-2023,Regular,10,714.21
79960955,Chatresh Samra,New Delhi,606822,23-05-2023,New,18,381.62
72079189,Bhavani Gupta,Hosur,446112,23-05-2023,Inactive,17,1383.05
71771782,Jalsa Bansal,Farrukhabad,382294,23-05-2023,Inactive,8,1091.61
71905368,Chameli Magar,Bathinda,943076,24-05-2023,Premium,7,479.45
50781611,Jeremiah Mallick,Nagpur,441000,24-05-2023,Regular,16,315.86
25659794,Rajeshri Radhakrishnan,Buxar,619160,25-05-2023,Inactive,11,1192.81
7228206,Anmol Koshy,Jalgaon,132617,25-05-2023,New,15,843.79
86444757,Zaitra Walia,Jabalpur,546325,25-05-2023,New,10,1212.75
83412446,Libni Kunda,Avadi,389792,25-05-2023,Inactive,13,1935.31
49769532,Yashawini Barman,Ramagundam,677659,25-05-2023,Premium,20,1923.39
53299455,Rushil Gupta,Bijapur,963064,25-05-2023,Premium,7,838.66
12814732,Janya Soni,Karaikudi,768626,26-05-2023,Regular,8,1473.36
20148223,Manbir Dua,Kamarhati,675142,26-05-2023,Inactive,5,599.99
51174875,Sara Prasad,Saharsa,739236,26-05-2023,Inactive,7,1276.61
12778027,Eshana Prabhu,New Delhi,862253,26-05-2023,New,9,1513.18
767523,Maya Khosla,Vasai-Virar,375272,27-05-2023,Inactive,13,1737.28
4057678,Brijesh Khalsa,Kadapa,383118,27-05-2023,Inactive,19,882.63
2457734,Onkar Garg,Ahmednagar,317271,27-05-2023,Premium,12,923.06
66310963,Farhan Khare,Dewas,874424,27-05-2023,Inactive,6,1289.52
3660263,Jagdish Bains,Phagwara,202676,27-05-2023,Regular,10,1573.91
12591752,Zilmil Krishna,Singrauli,711091,28-05-2023,Inactive,14,740.4
76441843,Neelima Chander,Gulbarga,583506,28-05-2023,New,10,1437.54
13651980,Abhiram Basak,Ranchi,707169,28-05-2023,Inactive,12,308.29
88046313,Lila Dube,Thane,47308,29-05-2023,Premium,6,726.67
96461062,Udarsh Lal,Hosur,683470,29-05-2023,Regular,14,1612.31
2114782,Brinda Jha,Solapur,803955,29-05-2023,Premium,3,1354.66
72415263,Dakshesh Varughese,Pallavaram,624264,29-05-2023,Regular,20,1914.18
90372221,Rajeshri Hayre,Jabalpur,262984,30-05-2023,Regular,6,1923.68
8122530,Fiyaz Rai,Tadepalligudem,666,30-05-2023,Inactive,9,1493.48
18199057,Xalak Sahni,Ratlam,908599,30-05-2023,Inactive,9,1353.93
23095784,Alka Mitra,Bathinda,360468,30-05-2023,Premium,3,1470.2
59353207,Aayush Oza,Khammam,89328,31-05-2023,Inactive,2,1618.52
19145354,Shivani Deo,Rohtak,763240,31-05-2023,Inactive,11,963.35
25747787,Zaid Bobal,Bikaner,591446,31-05-2023,Inactive,13,835.06
3491230,Ucchal Chana,Khora ,876370,01-06-2023,New,14,226.62
82900175,Avni Som,Baranagar,248293,01-06-2023,New,17,334.16
30447453,Jagrati Lad,Thanjavur,425881,01-06-2023,Premium,14,389.39
34755436,Jatin Ramachandran,Kolkata,370073,01-06-2023,New,10,622.59
48776805,Prisha Sanghvi,Alwar,612480,01-06-2023,Premium,1,351.38
14940427,Sara Rajagopalan,Loni,793600,01-06-2023,Premium,3,1992.36
34156884,Rachita Lal,Kolkata,769142,02-06-2023,Regular,14,877.65
71694275,Samarth Wagle,Aurangabad,914570,02-06-2023,Regular,8,476.34
44828791,Zansi Panchal,Khora ,694027,02-06-2023,New,18,1696.98
11775073,Keya Ganesan,Morbi,836825,02-06-2023,Regular,16,212.35
77035814,Ishaan Mohanty,Bhimavaram,250593,03-06-2023,Inactive,11,585.35
87213891,Janani Malhotra,Sonipat,813317,03-06-2023,New,1,1382.19
97191387,Chavvi Bhatia,Madurai,866334,03-06-2023,Premium,3,853.44
75908967,Hemang Sama,Yamunanagar,915923,03-06-2023,Regular,14,1095.58
6992801,Yochana Nagy,Rajkot,318377,03-06-2023,Premium,4,1270.33
35402531,Eta Gola,Kulti,872429,04-06-2023,New,11,1808.3
34853377,William Dutta,Nanded,986269,04-06-2023,Premium,8,732.53
24821281,Onveer Kanda,Khora ,618702,04-06-2023,Regular,10,1004.08
16543242,Vihaan Korpal,Darbhanga,887597,05-06-2023,Premium,6,1523.88
98218863,Panini Dua,Pimpri-Chinchwad,603140,05-06-2023,Regular,10,716.11
52423524,Nihal Ravi,Ludhiana,386268,05-06-2023,Inactive,19,473.06
67696145,Isaac Rattan,Bettiah,523966,06-06-2023,Regular,18,482.94
5001749,Dayamai Chanda,Kota,761952,06-06-2023,Inactive,3,1623.48
6184558,Gaurang Grewal,Tezpur,80875,06-06-2023,Regular,1,1352.97
80954112,Irya Rana,Jammu,296499,06-06-2023,New,6,1672.37
98896871,Laksh Narula,Asansol,479606,06-06-2023,Regular,5,1064.61
59840071,Vihaan Chokshi,Deoghar,628916,06-06-2023,Inactive,19,1796.24
69749541,Ayush Amble,Satara,316215,06-06-2023,Premium,1,1412.58
91072336,Tristan Parmer,Jaunpur,377289,07-06-2023,Premium,3,205.59
86067293,Udarsh Gour,Sambalpur,230889,07-06-2023,Inactive,4,873.53
11389698,Chameli Grover,Jammu,153911,08-06-2023,Premium,14,1907.68
69863493,Yashica Madan,Junagadh,342288,09-06-2023,Regular,6,1620.01
84119685,Harish Aurora,Sambhal,487548,09-06-2023,Inactive,4,1623.47
91614690,Chaman Yohannan,Nandyal,343492,09-06-2023,Premium,18,289.7
70391758,Meghana Palan,Tezpur,246888,09-06-2023,Premium,4,1961.01
99156138,Yatin Hayer,Morbi,906839,10-06-2023,Regular,19,911.74
26521850,Yatin Varma,Kishanganj,263131,10-06-2023,New,10,215.87
87889031,Baghyawati Nair,Bhimavaram,48081,10-06-2023,Regular,18,836.6
39717448,Om Korpal,Jorhat,549114,10-06-2023,New,1,210.18
73735548,Ishanvi Bala,Haldia,567104,11-06-2023,Premium,7,554.65
84937877,Yug Mahal,Guntur,711210,11-06-2023,Premium,4,1863.17
19393135,Nathaniel Gokhale,Bidhannagar,317769,11-06-2023,Regular,19,327.58
99594960,Amaira Tak,Madanapalle,446417,12-06-2023,Inactive,16,1475.23
86995126,Bimala Bhattacharyya,Durgapur,924849,12-06-2023,New,10,316.82
90882023,Benjamin Misra,Begusarai,686278,12-06-2023,Premium,11,1137.49
31981068,Hemang Sarkar,Shivpuri,990270,12-06-2023,Regular,20,546.25
75860724,Pranav Venkataraman,Aizawl,763550,12-06-2023,Premium,4,462.17
18889370,Mason Atwal,Sri Ganganagar,255117,14-06-2023,Regular,18,598.79
79135318,Amaira Issac,Saharanpur,317779,14-06-2023,Inactive,17,454.3
